"S.
No",District,Assembly constituency,Corporation/Municipality,Ward Number,Male,Female,Other,Total Voters,parliament constituency,5243023,AC Reservation
2739,Vikarabad,Vikarabad,Vikarabad Municipality,3,876,904,0,1780,Chevella,,SC)
2740,Vikarabad,Vikarabad,Vikarabad Municipality,4,726,745,0,1471,Chevella,,SC)
2741,Vikarabad,Vikarabad,Vikarabad Municipality,5,744,782,0,1526,Chevella,,SC)
2742,Vikarabad,Vikarabad,Vikarabad Municipality,6,881,911,0,1792,Chevella,,SC)
2743,Vikarabad,Vikarabad,Vikarabad Municipality,7,751,795,0,1546,Chevella,,SC)
2744,Vikarabad,Vikarabad,Vikarabad Municipality,8,801,793,0,1594,Chevella,,SC)
2745,Vikarabad,Vikarabad,Vikarabad Municipality,9,778,850,0,1628,Chevella,,SC)
2746,Vikarabad,Vikarabad,Vikarabad Municipality,10,794,824,0,1618,Chevella,,SC)
2747,Vikarabad,Vikarabad,Vikarabad Municipality,11,743,806,0,1549,Chevella,,SC)
2748,Vikarabad,Vikarabad,Vikarabad Municipality,12,886,903,0,1789,Chevella,,SC)
2749,Vikarabad,Vikarabad,Vikarabad Municipality,13,893,874,0,1767,Chevella,,SC)
2750,Vikarabad,Vikarabad,Vikarabad Municipality,14,702,819,0,1521,Chevella,,SC)
2751,Vikarabad,Vikarabad,Vikarabad Municipality,15,1140,1004,0,2144,Chevella,,SC)
2752,Vikarabad,Vikarabad,Vikarabad Municipality,16,751,849,0,1600,Chevella,,SC)
2753,Vikarabad,Vikarabad,Vikarabad Municipality,17,945,963,0,1908,Chevella,,SC)
2754,Vikarabad,Vikarabad,Vikarabad Municipality,18,790,885,26,1701,Chevella,,SC)
2755,Vikarabad,Vikarabad,Vikarabad Municipality,19,889,922,0,1811,Chevella,,SC)
2756,Vikarabad,Vikarabad,Vikarabad Municipality,20,921,1052,0,1973,Chevella,,SC)
2757,Vikarabad,Vikarabad,Vikarabad Municipality,21,838,850,0,1688,Chevella,,SC)
2758,Vikarabad,Vikarabad,Vikarabad Municipality,22,854,886,0,1740,Chevella,,SC)
2759,Vikarabad,Vikarabad,Vikarabad Municipality,23,990,954,0,1944,Chevella,,SC)
2760,Vikarabad,Vikarabad,Vikarabad Municipality,24,839,904,1,1744,Chevella,,SC)
2761,Vikarabad,Vikarabad,Vikarabad Municipality,25,792,791,0,1583,Chevella,,SC)
2762,Vikarabad,Vikarabad,Vikarabad Municipality,26,836,759,0,1595,Chevella,,SC)
2763,Vikarabad,Vikarabad,Vikarabad Municipality,27,848,939,0,1787,Chevella,,SC)
2764,Vikarabad,Vikarabad,Vikarabad Municipality,28,819,778,0,1597,Chevella,,SC)
2765,Vikarabad,Vikarabad,Vikarabad Municipality,29,787,830,0,1617,Chevella,,SC)
2766,Vikarabad,Vikarabad,Vikarabad Municipality,30,789,855,0,1644,Chevella,,SC)
2767,Vikarabad,Vikarabad,Vikarabad Municipality,31,800,773,0,1573,Chevella,,SC)
2768,Vikarabad,Vikarabad,Vikarabad Municipality,32,832,864,0,1696,Chevella,,SC)
2769,Vikarabad,Vikarabad,Vikarabad Municipality,33,1016,896,0,1912,Chevella,,SC)
2770,Vikarabad,Vikarabad,Vikarabad Municipality,34,1041,863,0,1904,Chevella,,SC)
2771,Wanaparthy,Makthal,Amarachintha Municipality,1,572,579,0,1151,Mahabubnagar,,
2772,Wanaparthy,Makthal,Amarachintha Municipality,2,397,377,0,774,Mahabubnagar,,
2773,Wanaparthy,Makthal,Amarachintha Municipality,3,382,408,0,790,Mahabubnagar,,
2774,Wanaparthy,Makthal,Amarachintha Municipality,4,329,370,0,699,Mahabubnagar,,
2775,Wanaparthy,Makthal,Amarachintha Municipality,5,416,516,0,932,Mahabubnagar,,
2776,Wanaparthy,Makthal,Amarachintha Municipality,6,477,516,0,993,Mahabubnagar,,
2777,Wanaparthy,Makthal,Amarachintha Municipality,7,430,432,0,862,Mahabubnagar,,
2778,Wanaparthy,Makthal,Amarachintha Municipality,8,505,545,0,1050,Mahabubnagar,,
2779,Wanaparthy,Makthal,Amarachintha Municipality,9,427,539,0,966,Mahabubnagar,,
2780,Wanaparthy,Makthal,Amarachintha Municipality,10,429,501,0,930,Mahabubnagar,,
2781,Wanaparthy,Makthal,Atmakur Municipality,1,622,645,0,1267,Mahabubnagar,,
2782,Wanaparthy,Makthal,Atmakur Municipality,2,569,616,0,1185,Mahabubnagar,,
2783,Wanaparthy,Makthal,Atmakur Municipality,3,566,629,0,1195,Mahabubnagar,,
2784,Wanaparthy,Makthal,Atmakur Municipality,4,516,543,0,1059,Mahabubnagar,,
2785,Wanaparthy,Makthal,Atmakur Municipality,5,687,702,0,1389,Mahabubnagar,,
2786,Wanaparthy,Makthal,Atmakur Municipality,6,534,633,0,1167,Mahabubnagar,,
2787,Wanaparthy,Makthal,Atmakur Municipality,7,554,532,0,1086,Mahabubnagar,,
2788,Wanaparthy,Makthal,Atmakur Municipality,8,513,541,0,1054,Mahabubnagar,,
2789,Wanaparthy,Makthal,Atmakur Municipality,9,524,562,0,1086,Mahabubnagar,,
2790,Wanaparthy,Makthal,Atmakur Municipality,10,513,578,0,1091,Mahabubnagar,,
2791,Wanaparthy,Devarkadra,Kothakota Municipality,1,483,499,0,982,Mahabubnagar,,
2792,Wanaparthy,Devarkadra,Kothakota Municipality,2,480,527,0,1007,Mahabubnagar,,
2793,Wanaparthy,Devarkadra,Kothakota Municipality,3,602,602,0,1204,Mahabubnagar,,
2794,Wanaparthy,Devarkadra,Kothakota Municipality,4,644,655,0,1299,Mahabubnagar,,
2795,Wanaparthy,Devarkadra,Kothakota Municipality,5,598,591,0,1189,Mahabubnagar,,
2796,Wanaparthy,Devarkadra,Kothakota Municipality,6,729,796,0,1525,Mahabubnagar,,
2797,Wanaparthy,Devarkadra,Kothakota Municipality,7,658,668,0,1326,Mahabubnagar,,
2798,Wanaparthy,Devarkadra,Kothakota Municipality,8,610,626,0,1236,Mahabubnagar,,
2799,Wanaparthy,Devarkadra,Kothakota Municipality,9,618,611,0,1229,Mahabubnagar,,
2800,Wanaparthy,Devarkadra,Kothakota Municipality,10,533,550,0,1083,Mahabubnagar,,
2801,Wanaparthy,Devarkadra,Kothakota Municipality,11,620,724,0,1344,Mahabubnagar,,
2802,Wanaparthy,Devarkadra,Kothakota Municipality,12,557,606,0,1163,Mahabubnagar,,
2803,Wanaparthy,Devarkadra,Kothakota Municipality,13,641,695,0,1336,Mahabubnagar,,
2804,Wanaparthy,Devarkadra,Kothakota Municipality,14,538,636,0,1174,Mahabubnagar,,
2805,Wanaparthy,Devarkadra,Kothakota Municipality,15,511,584,0,1095,Mahabubnagar,,
2806,Wanaparthy,Wanaparthy,Pebbair Municipality,1,607,634,0,1241,Nagarkurnool,,
2807,Wanaparthy,Wanaparthy,Pebbair Municipality,2,551,596,0,1147,Nagarkurnool,,
2808,Wanaparthy,Wanaparthy,Pebbair Municipality,3,508,537,0,1045,Nagarkurnool,,
2809,Wanaparthy,Wanaparthy,Pebbair Municipality,4,740,760,0,1500,Nagarkurnool,,
2810,Wanaparthy,Wanaparthy,Pebbair Municipality,5,618,615,0,1233,Nagarkurnool,,
2811,Wanaparthy,Wanaparthy,Pebbair Municipality,6,514,507,0,1021,Nagarkurnool,,
2812,Wanaparthy,Wanaparthy,Pebbair Municipality,7,786,765,0,1551,Nagarkurnool,,
2813,Wanaparthy,Wanaparthy,Pebbair Municipality,8,531,531,0,1062,Nagarkurnool,,
2814,Wanaparthy,Wanaparthy,Pebbair Municipality,9,477,491,0,968,Nagarkurnool,,
2815,Wanaparthy,Wanaparthy,Pebbair Municipality,10,547,555,0,1102,Nagarkurnool,,
2816,Wanaparthy,Wanaparthy,Pebbair Municipality,11,600,603,0,1203,Nagarkurnool,,
2817,Wanaparthy,Wanaparthy,Pebbair Municipality,12,597,663,0,1260,Nagarkurnool,,
2818,Wanaparthy,Wanaparthy,Wanaparthy Municipality,1,971,1024,0,1995,Nagarkurnool,,
2819,Wanaparthy,Wanaparthy,Wanaparthy Municipality,2,954,939,0,1893,Nagarkurnool,,
2820,Wanaparthy,Wanaparthy,Wanaparthy Municipality,3,963,1019,0,1982,Nagarkurnool,,
2821,Wanaparthy,Wanaparthy,Wanaparthy Municipality,4,861,961,0,1822,Nagarkurnool,,
2822,Wanaparthy,Wanaparthy,Wanaparthy Municipality,5,886,953,0,1839,Nagarkurnool,,
2823,Wanaparthy,Wanaparthy,Wanaparthy Municipality,6,1054,1060,0,2114,Nagarkurnool,,
2824,Wanaparthy,Wanaparthy,Wanaparthy Municipality,7,1071,1113,0,2184,Nagarkurnool,,
2825,Wanaparthy,Wanaparthy,Wanaparthy Municipality,8,1017,1088,1,2106,Nagarkurnool,,
2826,Wanaparthy,Wanaparthy,Wanaparthy Municipality,9,1111,1073,0,2184,Nagarkurnool,,
2827,Wanaparthy,Wanaparthy,Wanaparthy Municipality,10,970,1041,0,2011,Nagarkurnool,,
2828,Wanaparthy,Wanaparthy,Wanaparthy Municipality,11,1058,1062,4,2124,Nagarkurnool,,
2829,Wanaparthy,Wanaparthy,Wanaparthy Municipality,12,991,1059,0,2050,Nagarkurnool,,
2830,Wanaparthy,Wanaparthy,Wanaparthy Municipality,13,1119,1040,0,2159,Nagarkurnool,,
2831,Wanaparthy,Wanaparthy,Wanaparthy Municipality,14,826,840,0,1666,Nagarkurnool,,
2832,Wanaparthy,Wanaparthy,Wanaparthy Municipality,15,983,1021,1,2005,Nagarkurnool,,
2833,Wanaparthy,Wanaparthy,Wanaparthy Municipality,16,933,1029,1,1963,Nagarkurnool,,
2834,Wanaparthy,Wanaparthy,Wanaparthy Municipality,17,878,879,0,1757,Nagarkurnool,,
2835,Wanaparthy,Wanaparthy,Wanaparthy Municipality,18,900,933,0,1833,Nagarkurnool,,
2836,Wanaparthy,Wanaparthy,Wanaparthy Municipality,19,844,884,0,1728,Nagarkurnool,,
2837,Wanaparthy,Wanaparthy,Wanaparthy Municipality,20,1052,1050,0,2102,Nagarkurnool,,
2838,Wanaparthy,Wanaparthy,Wanaparthy Municipality,21,935,1016,0,1951,Nagarkurnool,,
2839,Wanaparthy,Wanaparthy,Wanaparthy Municipality,22,943,989,0,1932,Nagarkurnool,,
2840,Wanaparthy,Wanaparthy,Wanaparthy Municipality,23,919,930,0,1849,Nagarkurnool,,
2841,Wanaparthy,Wanaparthy,Wanaparthy Municipality,24,853,889,1,1743,Nagarkurnool,,
2842,Wanaparthy,Wanaparthy,Wanaparthy Municipality,25,873,901,0,1774,Nagarkurnool,,
2843,Wanaparthy,Wanaparthy,Wanaparthy Municipality,26,959,1004,0,1963,Nagarkurnool,,
2844,Wanaparthy,Wanaparthy,Wanaparthy Municipality,27,984,930,0,1914,Nagarkurnool,,
2845,Wanaparthy,Wanaparthy,Wanaparthy Municipality,28,812,810,0,1622,Nagarkurnool,,
2846,Wanaparthy,Wanaparthy,Wanaparthy Municipality,29,958,918,0,1876,Nagarkurnool,,
2847,Wanaparthy,Wanaparthy,Wanaparthy Municipality,30,1130,1095,0,2225,Nagarkurnool,,
2848,Wanaparthy,Wanaparthy,Wanaparthy Municipality,31,951,1045,0,1996,Nagarkurnool,,
2849,Wanaparthy,Wanaparthy,Wanaparthy Municipality,32,966,1011,0,1977,Nagarkurnool,,
2850,Wanaparthy,Wanaparthy,Wanaparthy Municipality,33,930,921,0,1851,Nagarkurnool,,
2851,Warangal,Narsampet,Narsampet Municipality,1,762,769,0,1531,Mahabubabad,,
2852,Warangal,Narsampet,Narsampet Municipality,2,659,767,1,1427,Mahabubabad,,
2853,Warangal,Narsampet,Narsampet Municipality,3,682,765,0,1447,Mahabubabad,,
2854,Warangal,Narsampet,Narsampet Municipality,4,589,639,0,1228,Mahabubabad,,
2855,Warangal,Narsampet,Narsampet Municipality,5,580,648,0,1228,Mahabubabad,,
2856,Warangal,Narsampet,Narsampet Municipality,6,585,688,0,1273,Mahabubabad,,
2857,Warangal,Narsampet,Narsampet Municipality,7,630,746,0,1376,Mahabubabad,,
2858,Warangal,Narsampet,Narsampet Municipality,8,611,693,0,1304,Mahabubabad,,
2859,Warangal,Narsampet,Narsampet Municipality,9,729,746,0,1475,Mahabubabad,,
2860,Warangal,Narsampet,Narsampet Municipality,10,643,716,1,1360,Mahabubabad,,
2861,Warangal,Narsampet,Narsampet Municipality,11,670,753,0,1423,Mahabubabad,,
2862,Warangal,Narsampet,Narsampet Municipality,12,676,711,0,1387,Mahabubabad,,
2863,Warangal,Narsampet,Narsampet Municipality,13,675,701,0,1376,Mahabubabad,,
2864,Warangal,Narsampet,Narsampet Municipality,14,649,656,0,1305,Mahabubabad,,
2865,Warangal,Narsampet,Narsampet Municipality,15,636,700,0,1336,Mahabubabad,,
2866,Warangal,Narsampet,Narsampet Municipality,16,705,739,0,1444,Mahabubabad,,
2867,Warangal,Narsampet,Narsampet Municipality,17,727,782,0,1509,Mahabubabad,,
2868,Warangal,Narsampet,Narsampet Municipality,18,618,659,0,1277,Mahabubabad,,
2869,Warangal,Narsampet,Narsampet Municipality,19,640,679,0,1319,Mahabubabad,,
2870,Warangal,Narsampet,Narsampet Municipality,20,714,762,0,1476,Mahabubabad,,
2871,Warangal,Narsampet,Narsampet Municipality,21,681,698,0,1379,Mahabubabad,,
2872,Warangal,Narsampet,Narsampet Municipality,22,617,687,1,1305,Mahabubabad,,
2873,Warangal,Narsampet,Narsampet Municipality,23,672,695,0,1367,Mahabubabad,,
2874,Warangal,Narsampet,Narsampet Municipality,24,618,691,0,1309,Mahabubabad,,
2875,Warangal,Narsampet,Narsampet Municipality,25,659,721,0,1380,Mahabubabad,,
2876,Warangal,Narsampet,Narsampet Municipality,26,668,699,0,1367,Mahabubabad,,
2877,Warangal,Narsampet,Narsampet Municipality,27,665,733,0,1398,Mahabubabad,,
2878,Warangal,Narsampet,Narsampet Municipality,28,605,710,0,1315,Mahabubabad,,
2879,Warangal,Narsampet,Narsampet Municipality,29,666,716,0,1382,Mahabubabad,,
2880,Warangal,Narsampet,Narsampet Municipality,30,611,654,0,1265,Mahabubabad,,
2881,Warangal,Waradhanapet,Wardhannapet Municipality,1,345,386,0,731,Warangal,,SC)
2882,Warangal,Waradhanapet,Wardhannapet Municipality,2,420,437,0,857,Warangal,,SC)
2883,Warangal,Waradhanapet,Wardhannapet Municipality,3,423,480,0,903,Warangal,,SC)
2884,Warangal,Waradhanapet,Wardhannapet Municipality,4,499,505,0,1004,Warangal,,SC)
2885,Warangal,Waradhanapet,Wardhannapet Municipality,5,520,528,0,1048,Warangal,,SC)
2886,Warangal,Waradhanapet,Wardhannapet Municipality,6,490,484,1,975,Warangal,,SC)
2887,Warangal,Waradhanapet,Wardhannapet Municipality,7,434,463,0,897,Warangal,,SC)
2888,Warangal,Waradhanapet,Wardhannapet Municipality,8,391,428,0,819,Warangal,,SC)
2889,Warangal,Waradhanapet,Wardhannapet Municipality,9,430,464,0,894,Warangal,,SC)
2890,Warangal,Waradhanapet,Wardhannapet Municipality,10,364,437,0,801,Warangal,,SC)
2891,Warangal,Waradhanapet,Wardhannapet Municipality,11,330,336,0,666,Warangal,,SC)
2892,Warangal,Waradhanapet,Wardhannapet Municipality,12,463,468,0,931,Warangal,,SC)
2893,Yadadri-Bhuvangiri,Alair,Alair Municipality,1,579,637,0,1216,Bhongir,,
2894,Yadadri-Bhuvangiri,Alair,Alair Municipality,2,478,486,0,964,Bhongir,,
2895,Yadadri-Bhuvangiri,Alair,Alair Municipality,3,600,620,0,1220,Bhongir,,
2896,Yadadri-Bhuvangiri,Alair,Alair Municipality,4,572,526,0,1098,Bhongir,,
2897,Yadadri-Bhuvangiri,Alair,Alair Municipality,5,551,602,0,1153,Bhongir,,
2898,Yadadri-Bhuvangiri,Alair,Alair Municipality,6,618,611,1,1230,Bhongir,,
2899,Yadadri-Bhuvangiri,Alair,Alair Municipality,7,535,566,0,1101,Bhongir,,
2900,Yadadri-Bhuvangiri,Alair,Alair Municipality,8,526,583,0,1109,Bhongir,,
2901,Yadadri-Bhuvangiri,Alair,Alair Municipality,9,593,580,0,1173,Bhongir,,
2902,Yadadri-Bhuvangiri,Alair,Alair Municipality,10,543,608,0,1151,Bhongir,,
2903,Yadadri-Bhuvangiri,Alair,Alair Municipality,11,606,626,0,1232,Bhongir,,
2904,Yadadri-Bhuvangiri,Alair,Alair Municipality,12,470,515,0,985,Bhongir,,
2905,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,1,605,668,0,1273,Bhongir,,
2906,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,2,637,698,0,1335,Bhongir,,
2907,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,3,693,707,0,1400,Bhongir,,
2908,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,4,666,662,0,1328,Bhongir,,
2909,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,5,666,741,0,1407,Bhongir,,
2910,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,6,686,738,0,1424,Bhongir,,
2911,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,7,648,748,0,1396,Bhongir,,
2912,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,8,717,809,0,1526,Bhongir,,
2913,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,9,733,825,0,1558,Bhongir,,
2914,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,10,674,659,0,1333,Bhongir,,
2915,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,11,810,820,0,1630,Bhongir,,
2916,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,12,694,709,0,1403,Bhongir,,
2917,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,13,610,714,0,1324,Bhongir,,
2918,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,14,656,729,0,1385,Bhongir,,
2919,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,15,597,627,1,1225,Bhongir,,
2920,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,16,646,700,0,1346,Bhongir,,
2921,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,17,589,627,0,1216,Bhongir,,
2922,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,18,642,704,0,1346,Bhongir,,
2923,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,19,675,678,0,1353,Bhongir,,
2924,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,20,622,691,0,1313,Bhongir,,
2925,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,21,635,679,0,1314,Bhongir,,
2926,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,22,676,719,0,1395,Bhongir,,
2927,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,23,603,703,0,1306,Bhongir,,
2928,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,24,614,700,0,1314,Bhongir,,
2929,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,25,650,700,0,1350,Bhongir,,
2930,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,26,596,659,0,1255,Bhongir,,
2931,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,27,692,714,0,1406,Bhongir,,
2932,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,28,654,690,0,1344,Bhongir,,
2933,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,29,667,725,0,1392,Bhongir,,
2934,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,30,752,794,0,1546,Bhongir,,
2935,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,31,705,708,0,1413,Bhongir,,
2936,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,32,611,716,0,1327,Bhongir,,
2937,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,33,649,645,0,1294,Bhongir,,
2938,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,34,626,665,0,1291,Bhongir,,
2939,Yadadri-Bhuvangiri,Bhongir,Bhongir Municipality,35,641,722,0,1363,Bhongir,,
2940,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,1,612,648,0,1260,Bhongir,,
2941,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,2,634,640,0,1274,Bhongir,,
2942,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,3,650,664,0,1314,Bhongir,,
2943,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,4,559,603,0,1162,Bhongir,,
2944,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,5,642,620,0,1262,Bhongir,,
2945,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,6,656,619,0,1275,Bhongir,,
2946,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,7,649,675,0,1324,Bhongir,,
2947,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,8,746,777,0,1523,Bhongir,,
2948,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,9,727,724,0,1451,Bhongir,,
2949,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,10,571,579,0,1150,Bhongir,,
2950,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,11,722,711,0,1433,Bhongir,,
2951,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,12,691,686,0,1377,Bhongir,,
2952,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,13,696,758,0,1454,Bhongir,,
2953,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,14,837,818,0,1655,Bhongir,,
2954,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,15,599,586,0,1185,Bhongir,,
2955,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,16,689,752,0,1441,Bhongir,,
2956,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,17,715,700,0,1415,Bhongir,,
2957,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,18,724,729,0,1453,Bhongir,,
2958,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,19,715,683,0,1398,Bhongir,,
2959,Yadadri-Bhuvangiri,Munugode,Choutuppal Municipality,20,719,691,0,1410,Bhongir,,
2960,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,1,603,624,0,1227,Bhongir,,SC)
2961,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,2,600,637,0,1237,Bhongir,,SC)
2962,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,3,565,573,0,1138,Bhongir,,SC)
2963,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,4,546,553,0,1099,Bhongir,,SC)
2964,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,5,548,562,0,1110,Bhongir,,SC)
2965,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,6,567,570,0,1137,Bhongir,,SC)
2966,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,7,699,679,0,1378,Bhongir,,SC)
2967,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,8,649,661,0,1310,Bhongir,,SC)
2968,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,9,591,569,0,1160,Bhongir,,SC)
2969,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,10,576,627,0,1203,Bhongir,,SC)
2970,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,11,676,650,0,1326,Bhongir,,SC)
2971,Yadadri-Bhuvangiri,Thungathurthi,Mothkur Municipality,12,486,572,0,1058,Bhongir,,SC)
2972,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,1,588,564,0,1152,Bhongir,,
2973,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,2,615,601,0,1216,Bhongir,,
2974,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,3,609,606,0,1215,Bhongir,,
2975,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,4,582,637,0,1219,Bhongir,,
2976,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,5,576,598,0,1174,Bhongir,,
2977,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,6,612,637,0,1249,Bhongir,,
2978,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,7,715,714,0,1429,Bhongir,,
2979,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,8,583,592,0,1175,Bhongir,,
2980,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,9,561,570,0,1131,Bhongir,,
2981,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,10,608,646,0,1254,Bhongir,,
2982,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,11,531,559,0,1090,Bhongir,,
2983,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,12,676,718,0,1394,Bhongir,,
2984,Yadadri-Bhuvangiri,Bhongir,Pochampally Municipality,13,543,586,0,1129,Bhongir,,
2985,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,1,462,463,0,925,Bhongir,,
2986,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,2,633,640,0,1273,Bhongir,,
2987,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,3,545,580,0,1125,Bhongir,,
2988,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,4,544,565,0,1109,Bhongir,,
2989,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,5,561,609,16,1186,Bhongir,,
2990,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,6,531,632,0,1163,Bhongir,,
2991,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,7,615,636,0,1251,Bhongir,,
2992,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,8,623,594,0,1217,Bhongir,,
2993,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,9,582,610,0,1192,Bhongir,,
2994,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,10,564,540,0,1104,Bhongir,,
2995,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,11,539,579,0,1118,Bhongir,,
2996,Yadadri-Bhuvangiri,Alair,Yadagirigutta Municipality,12,561,598,0,1159,Bhongir,,
2997,Warangal,Warangal,GWMC Corp.,1,,,,,Warangal East,,SC)
2998,Warangal,Warangal,GWMC Corp.,2,,,,,Warangal East,,SC)
2999,Warangal,Warangal,GWMC Corp.,3,,,,,Warangal East,,SC)
3000,Warangal,Warangal,GWMC Corp.,4,,,,,Warangal East,,SC)
3001,Warangal,Warangal,GWMC Corp.,5,,,,,Warangal East,,SC)
3002,Warangal,Warangal,GWMC Corp.,6,,,,,Warangal East,,SC)
3003,Warangal,Warangal,GWMC Corp.,7,,,,,Warangal East,,SC)
3004,Warangal,Warangal,GWMC Corp.,8,,,,,Warangal East,,SC)
3005,Warangal,Warangal,GWMC Corp.,9,,,,,Warangal East,,SC)
3006,Warangal,Warangal,GWMC Corp.,10,,,,,Warangal East,,SC)
3007,Warangal,Warangal,GWMC Corp.,11,,,,,Warangal East,,SC)
3008,Warangal,Warangal,GWMC Corp.,12,,,,,Warangal East,,SC)
3009,Warangal,Warangal,GWMC Corp.,13,,,,,Warangal East,,SC)
3010,Warangal,Warangal,GWMC Corp.,14,,,,,Warangal East,,SC)
3011,Warangal,Warangal,GWMC Corp.,15,,,,,Warangal East,,SC)
3012,Warangal,Warangal,GWMC Corp.,16,,,,,Warangal East,,SC)
3013,Warangal,Warangal,GWMC Corp.,17,,,,,Warangal East,,SC)
3014,Warangal,Warangal,GWMC Corp.,18,,,,,Warangal East,,SC)
3015,Warangal,Warangal,GWMC Corp.,19,,,,,Warangal East,,SC)
3016,Warangal,Warangal,GWMC Corp.,20,,,,,Warangal East,,SC)
